,F1,F2,F3
1991-05-31,1.5374583351487483,1.0000447187320498,2.3837396506507766
1991-06-30,1.3097119517107716,0.26579976992470605,2.3283480040501403
1991-07-31,1.361544221498339,0.2925322446308141,2.29242094955666
1991-08-31,1.3430913523464323,-0.01838079236191567,2.304163470511488
1991-09-30,1.396952937221991,0.799309385419582,2.2548203450198225
1991-10-31,0.4492247519843801,0.20627215012478214,1.9518621821995865
1991-11-30,0.11697783376891575,-0.18743265224808886,2.3308085172427773
1991-12-31,-0.4684657890058687,-0.43305115560217333,2.414950749394974
1992-01-31,-0.6193227088048694,0.09833847365542793,2.268557781947317
1992-02-29,-0.4036985225078688,1.260132454065982,2.3969082629984073
1992-03-31,0.14340576776949257,0.9929062295358453,2.521509025824157
1992-04-30,0.21628752041852364,0.9619672455658308,2.7285151851881677
1992-05-31,-0.1167405161873704,1.3141625730375532,2.5448887081778624
1992-06-30,-0.5932087398412519,0.7155627542894781,2.3889785032248354
1992-07-31,-0.3665568390059229,1.341470747537144,2.672520321336018
1992-08-31,-1.2404704636660233,0.16232755163057644,2.1380853726409064
1992-09-30,-1.2202728659242612,0.5500950064331216,2.352186950069001
1992-10-31,-0.22867803420294272,1.8313188355123635,2.9079002214192897
1992-11-30,-0.704448497851614,0.4591512386465872,2.361047316859857
1992-12-31,-0.6997210872380445,0.5669315670707341,1.9211230894116067
1993-01-31,0.04619068206980086,1.3324970993838539,2.1425107887183827
1993-02-28,-0.10189541986220652,1.1416853732061156,1.8972272345090506
1993-03-31,-0.8535228268479109,-0.41427347893184213,1.6403088075832433
1993-04-30,0.10840460784785513,1.587745537567949,2.062078701941995
1993-05-31,-0.4911181861766516,0.4022500712798332,2.1031030065007985
1993-06-30,-0.7457643434777297,0.015788115366022298,1.434362955569465
1993-07-31,-0.5580367016746164,0.22135106365628193,1.3452192905417009
1993-08-31,-0.1642984772953561,0.48746867151103107,1.3685423004723771
1993-09-30,-0.4818064984537654,0.45399773621702516,0.9417344011768245
1993-10-31,0.36115028925069154,1.2779210651663084,1.229777524970443
1993-11-30,0.10105412132215394,0.5364538288652154,1.339736832484259
1993-12-31,-0.13497740245166173,0.5582096300875624,0.8835177731136863
1994-01-31,-0.3990299186179132,-0.6308884042948629,0.860470154437474
1994-02-28,0.06338763152150217,0.1584434706324213,0.9633574171011199
1994-03-31,1.0594873976628818,1.9599414094070686,1.4170800579542242
1994-04-30,0.38772624941966194,0.5105756443867095,1.2591924981877267
1994-05-31,1.172466015950987,0.5984333610854273,1.2634754497075942
1994-06-30,1.4064219419731294,0.5308559314944479,1.4324920757921995
1994-07-31,1.050408082538082,0.15260985766301313,1.4336421633606404
1994-08-31,1.3704836593270902,0.55806646844493,1.0360520896646277
1994-09-30,1.3237137968202883,-0.01638271344539842,1.0800533554913179
1994-10-31,1.4289323156550873,0.09837866554945296,1.0716101972401335
1994-11-30,1.994025528521405,0.24438714219818056,1.1894387150206445
1994-12-31,1.7761708845516695,-0.3075240752858165,0.3418067629195623
1995-01-31,2.7714849851646592,-0.42061950812011806,1.1723800449969448
1995-02-28,2.333497071456409,-0.8505597701945047,0.5418811053940557
1995-03-31,2.310252789079876,-0.7177965537332839,0.7739960846424527
1995-04-30,2.102454220434047,-0.37993080720321154,0.8203389567450401
1995-05-31,1.6113218976321673,-0.8025018174412321,0.26553302770241693
1995-06-30,1.6674339459094947,-0.9697592105045415,0.13732022342157052
1995-07-31,1.3785637614967994,-1.3063489267682271,0.07139939079340193
1995-08-31,2.0597017583270048,0.11511485581443037,0.462673594436453
1995-09-30,1.7257915700580944,-0.5763502555296942,0.16429069627248208
1995-10-31,1.935021206625667,-1.1208280028084343,0.1639957355232793
1995-11-30,1.4661356445275624,-0.7520490807283085,-0.11824338679524753
1995-12-31,1.2485507314956679,-0.7773975932342774,-0.1780711445674009
1996-01-31,1.4101652755487175,-1.0660873532774873,-0.1066565381969866
1996-02-29,1.550532249481326,0.4386123830214281,-0.11787553187196041
1996-03-31,1.5257886397898426,-0.7090793722317026,0.5903918522500206
1996-04-30,1.6140985563372423,0.8132856335766374,0.2731400646379301
1996-05-31,1.6687709549277532,-0.2571880113649569,0.4483180583490113
1996-06-30,1.622958309039234,-0.6096007075778984,0.3760002086257891
1996-07-31,1.6498814700673807,-0.5694250207236428,0.43204470056668687
1996-08-31,1.7329875361739144,-0.4842258910740429,-0.017302289718246426
1996-09-30,2.3704203719422288,-0.07934563748761438,0.7064827287480897
1996-10-31,1.853995694645451,-0.9625087571243623,0.36164620353925603
1996-11-30,1.917867903735862,-0.18575011580194978,0.1141621011803061
1996-12-31,1.469734806302104,-0.7961236878817861,0.13333970959861613
1997-01-31,1.7124506946376998,-0.7441121427064673,0.16083320028693834
1997-02-28,1.9864725799901488,-0.05765505654138467,-0.16371879990125138
1997-03-31,1.9149001234042942,-1.0289414982609522,0.2010947978246391
1997-04-30,2.073320331457776,-1.3571468173196086,0.3554730053508298
1997-05-31,2.0463993609937203,-0.8155339545787861,0.037757759152846564
1997-06-30,1.7155762359207858,-1.1011305769047126,-0.19738612411621267
1997-07-31,1.9845884923388102,-0.8536850477420941,-0.3322035287813042
1997-08-31,1.682179608290778,-1.0478056867967105,-0.37751278016497397
1997-09-30,2.6124714566688225,0.08022447908727229,-0.10350774210483554
1997-10-31,2.4632757222892683,-0.3956911489617337,-0.1580724267723297
1997-11-30,1.9182488735547507,-1.4063792039789693,-0.6561543654224621
1997-12-31,1.93936290706758,-1.7546367164088228,-0.5187405233605146
1998-01-31,2.1603042049470855,-1.510491529538553,-0.6998348312469274
1998-02-28,1.8776762862008007,-1.5822019726182774,-0.9040097174386217
1998-03-31,1.7324898156728445,-2.1682259378482387,-0.6617449260853173
1998-04-30,2.2049021788554226,-1.4140573569245014,-0.6894113125060619
1998-05-31,2.389778658056116,-1.0728419999766945,-0.6759635203176138
1998-06-30,1.5228590450741286,-2.661143731265678,-1.195467278016915
1998-07-31,2.360143646977494,-1.3063912159825652,-0.4302405723364044
1998-08-31,2.693938317242616,-0.10590952057225467,-0.5524392427441129
1998-09-30,1.231106859223598,-1.974776032933054,-0.8155001191274549
1998-10-31,1.4510017157374355,-0.5694816443219305,-0.545047551001556
1998-11-30,1.0992770342158404,-2.2965149415269015,-0.8248332657557162
1998-12-31,1.7788303037353468,-1.2045425792569753,-0.6784190060669498
1999-01-31,1.6184527407194258,-1.1364418253822324,-0.8903970365658436
1999-02-28,1.1990436888848104,-1.4720516852974121,-1.2570649131709195
1999-03-31,1.5434684723428311,-1.0065868427457902,-1.0937658242548889
1999-04-30,2.592643056920303,-0.26394770897523734,-0.04002813222265595
1999-05-31,1.6037717951446806,-0.5617726461583451,-0.8068210761921152
1999-06-30,1.271847322257858,-1.520555660399064,-0.7977654093910215
1999-07-31,2.3684870906794626,-0.20290117218975318,-0.16764770267162846
1999-08-31,1.8937918038785262,-0.7212272140986967,-0.47069798658813644
1999-09-30,2.4230601221076102,-1.0280016440806325,0.0018527813732567772
1999-10-31,2.063479435110142,-0.5037212596214126,-0.41273767444337595
1999-11-30,2.1582456217417323,-0.7587955532456231,-0.4187377600424916
1999-12-31,2.0741588056183926,-1.139828980801097,-0.2759251556894511
2000-01-31,2.9955510841606237,-0.9219896733695069,-0.21769966406522426
2000-02-29,3.0258090304462164,-0.3744553389555439,-0.8431205974543978
2000-03-31,3.4131211163090365,-0.6323919430183745,-0.20553741581539978
2000-04-30,2.214228806832429,-2.367915763167578,-0.9065500457687549
2000-05-31,2.9485300304219346,-1.2137551743326815,-0.654636829702566
2000-06-30,3.0692994967081253,-0.8012283880986327,-0.5100398057748406
2000-07-31,2.856113023738981,-2.056962741105041,-0.5907489610909029
2000-08-31,2.3706945417143324,-2.3384345025669986,-1.0491786197473645
2000-09-30,3.229913592659376,-0.5482413866729653,-0.46260922119805137
2000-10-31,2.451083859835505,-1.9358277182378423,-0.986502690952904
2000-11-30,2.6982439458983336,-1.8453731195246261,-0.9331261190333929
2000-12-31,1.5698235229748192,-2.927663414074691,-1.1323458138700895
2001-01-31,2.5739990081184687,0.009993109863382406,0.05994705520502556
2001-02-28,1.2088131183820088,-2.399311549875751,-0.6972564580928124
2001-03-31,0.5671208747482429,-2.51790454023279,-0.6167229704879876
2001-04-30,0.4986001463553664,-1.4675534833083836,-0.030928910653270792
2001-05-31,0.5957300221751972,-0.862615346375934,-0.34286435709055557
2001-06-30,0.5788766773390801,-1.49360600547272,0.20782014299979004
2001-07-31,-0.06741758188723487,-2.037079884166158,-0.10659605678634818
2001-08-31,-0.40933944160669317,-1.3417678664921708,-0.2244342448403241
2001-09-30,-2.4893501899619457,-2.6992593618152325,-0.16831346617047435
2001-10-31,-0.9721214940048671,-1.4167720239875663,-0.014598710843459513
2001-11-30,-1.7037809875630903,-0.9111674694471739,0.33171704946038466
2001-12-31,-2.1855232435790017,-0.9306666832270541,0.3977196114036187
2002-01-31,-1.4801178572655467,0.6050948684541358,0.19707127623337764
2002-02-28,-1.2680431445173528,0.5799624706669233,0.37653004084826175
2002-03-31,-0.98258517889932,0.6955362969840997,0.5100447274697261
2002-04-30,-0.48194097264714786,1.0664436506908952,0.9160643998673301
2002-05-31,-1.3077773861058144,0.7666358477574956,0.34697606318320406
2002-06-30,-1.447731259400067,0.5370784623258211,0.35123210416919814
2002-07-31,-1.6586400009135107,0.09067713269106124,0.5956001615692319
2002-08-31,-1.195268007379339,0.2706465308801954,0.5915765736089361
2002-09-30,-1.5641297093048658,0.6933414965708774,-0.06844217281007613
2002-10-31,-2.1864833609197296,-0.31587185213414937,0.1601869712074406
2002-11-30,-2.184481977508862,0.25623198709367956,0.31611549974129066
2002-12-31,-2.4001595794385873,0.12143961710360272,0.21524084981979594
2003-01-31,-1.7334749314437217,1.8723725198888892,0.31482127592175807
2003-02-28,-2.030900682442145,0.8677456521426378,0.27828891863111327
2003-03-31,-2.1437867889432396,0.4950582465092423,0.0912486963038631
2003-04-30,-3.4174597959784254,-2.155728119258605,-0.42524204321191045
2003-05-31,-2.291063465420326,0.064242794764078,-0.019926945638184625
2003-06-30,-2.3900160029502096,0.990825115146487,-0.3157587889920785
2003-07-31,-2.035181412347456,0.9346976406766991,0.35423965340119323
2003-08-31,-2.2741044156640986,0.46282785573964946,0.5605273345095048
2003-09-30,-1.8211905867545957,1.394270837854926,-0.043797502977764545
2003-10-31,-1.8042423830375105,1.187486742588318,0.15924635657840616
2003-11-30,-1.89694639693531,0.9121622352833451,-0.06564010853656196
2003-12-31,-1.7844571720982494,0.9009721448342284,-0.15319696022548537
2004-01-31,-0.9581785730980636,1.2738855029703817,0.1489523768481302
2004-02-29,-1.4487953525166708,0.9985871563741971,-0.048189065245681575
2004-03-31,-1.250348826805602,1.3161110442540336,-0.027815287231725615
2004-04-30,-1.1951745743062392,1.1146025886814241,0.19963357184740596
2004-05-31,-1.1937241505992322,1.7643381327375225,0.4397655041547913
2004-06-30,-1.3347456396971134,-0.3160609905584595,0.023793005678507465
2004-07-31,-1.0566678755249233,1.3657342644117327,-0.3552427784077524
2004-08-31,-1.4241077128094868,0.41786054902488556,-0.6032545782768951
2004-09-30,-0.6981237899251612,0.2692665548974821,-0.19438338983044512
2004-10-31,-0.004624781310641294,2.321991744415356,-0.225412601002833
2004-11-30,-0.4685016665689354,-4.0158950028595456e-05,-0.32883968151051535
2004-12-31,-0.5679051747250343,0.12685047704121596,-0.9491639983385987
2005-01-31,0.190587646386693,0.8740904035773276,-0.7920442823540141
2005-02-28,0.5111604490511297,1.172484466382653,-0.8152694643366857
2005-03-31,0.7356556284999942,0.1454311470071745,-0.40183953002541806
2005-04-30,0.16944282004860792,0.6930107771795332,-1.202196529679971
2005-05-31,0.0365809421346589,-0.780490809127298,-1.175316917504816
2005-06-30,0.0917922676088509,0.00015967051911649468,-1.53545723420132
2005-07-31,0.8150032468198015,0.05671185811674002,-1.1973223464389986
2005-08-31,0.8300671187361617,0.5808323093422628,-1.291967263174614
2005-09-30,1.1349560683320457,-0.07065706458460919,-0.5116968292877996
2005-10-31,1.6662044617210872,1.099105473555063,-0.3999121000830669
2005-11-30,0.7743444033992517,-0.4692383992864626,-1.133928423713648
2005-12-31,0.6951392254061073,-1.237535724797303,-1.1731345014225816
2006-01-31,1.8178313132190247,0.9274339961839448,-1.0582175298245247
2006-02-28,0.989301302710032,-1.7590582060783932,-1.3775143659436386
2006-03-31,1.765957255630897,-0.6860715740773607,-0.9290292798354827
2006-04-30,2.0956569332335144,0.02370850966408559,-0.4771384705503876
2006-05-31,1.8134720114271194,-0.37964301234622794,-0.751999974888155
2006-06-30,1.8707081191397814,-0.6130136037299239,-0.7502320952984908
2006-07-31,1.6955613066099515,-1.024380785728058,-0.8822732094983062
2006-08-31,2.0327606609994566,-0.23459483102350817,-0.8783318239338744
2006-09-30,0.9540036442089909,-2.411317176824148,-1.6846678477999206
2006-10-31,1.027299771944778,-3.1750838530004213,-1.4169274569134531
2006-11-30,1.3665783974250536,-1.094791970025609,-1.645943794651918
2006-12-31,2.0627686317468013,0.46667982727724394,-1.3892220785142735
2007-01-31,1.873461825389076,-1.9856704045011662,-1.0387047793513622
2007-02-28,2.344390421963927,0.4262105625325659,-1.2799464684798973
2007-03-31,1.866812371551041,0.008910656529359766,-1.3630563020842834
2007-04-30,1.5989070991260501,-0.6312289680828754,-1.0920046641299173
2007-05-31,1.769560449344584,-0.5022100651471906,-1.2766850243175447
2007-06-30,1.6444553493238483,-0.7755801510917936,-0.8809935632552097
2007-07-31,1.5460602358750253,-0.8672261646690517,-0.8667446023843272
2007-08-31,0.6255090800669555,-1.9392693514581725,-0.9328783951332391
2007-09-30,1.520322425111495,-0.15946387635112771,-0.4598928343000984
2007-10-31,1.309857576158214,-0.29349586052152593,-0.5687576915181137
2007-11-30,1.463467258296604,1.224629833861208,-0.2369631977218208
2007-12-31,0.327383055661096,-1.0038562370266446,-0.21856504030102217
2008-01-31,0.28128724579681386,0.22580894112528593,-0.3239670276489346
2008-02-29,-1.2199493276286333,-0.7331207404793868,-0.2590178522987093
2008-03-31,-0.7506379559373854,0.4490499964646665,0.6456272005312749
2008-04-30,-1.3874603792144835,0.29064034129378397,-0.12300580800324752
2008-05-31,-0.5099473766530601,1.1722295190081966,0.4224269935510421
2008-06-30,-0.185677567086319,2.2672480774188633,0.5337706872469711
2008-07-31,-0.866366499840571,-0.3370580437067829,1.0778353987041351
2008-08-31,-2.2003449673697255,-2.7199238161029657,0.18951410142549197
2008-09-30,-3.754307819781299,-4.353073778596068,0.9230435791965333
2008-10-31,-6.819413296779423,-5.405031559428911,1.4320908133610815
2008-11-30,-8.452259303076676,-8.035208757385467,1.6137167374504238
2008-12-31,-8.354231902672796,-7.479776845516865,1.0250013517801486
2009-01-31,-5.625011201559191,-2.2997721406708314,0.8638851517418885
2009-02-28,-4.252985915462227,1.1361052470414696,0.1796427726965996
2009-03-31,-6.062311514557639,-1.5427589554011802,1.6564633522589585
2009-04-30,-5.336366579848088,0.3826093436097775,1.8951335622903271
2009-05-31,-5.459837851754922,1.5173953426471805,1.4554325206288408
2009-06-30,-3.923888801469957,3.6377799610447084,1.4926085171480101
2009-07-31,-4.826127539969546,1.8511395474212353,1.1489174266125737
2009-08-31,-4.137571181832601,3.090440013960838,1.6554841662657138
2009-09-30,-4.554779674421769,1.6861864862065639,1.685200557627413
2009-10-31,-4.324491483966608,1.6957363521333444,2.5967351192647277
2009-11-30,-4.795219935588812,2.8606730735690755,1.689728620988909
2009-12-31,-4.829378984741049,1.8935656910902936,1.2751131480818667
2010-01-31,-4.2669524297275006,3.279790234096257,1.1581518758451204
2010-02-28,-5.619664582591845,0.7485472481125297,1.6537606473499022
2010-03-31,-4.291987950029521,3.4585388162898902,1.2395590847710485
2010-04-30,-4.523322420684594,2.4369291920958003,1.1921026781754627
2010-05-31,-4.52270589153086,1.4129406472585682,1.2310895341863308
2010-06-30,-4.891050608215615,1.2134656362964478,0.8340682283746171
2010-07-31,-4.595038297222478,1.9695554148194399,0.7426432429172564
2010-08-31,-4.481917929111114,1.8281531388664454,0.8244892075505791
2010-09-30,-4.488880063392351,1.5384839675116406,0.7043867561428353
2010-10-31,-4.2523594015830115,1.8166444606654564,1.0552310404149055
2010-11-30,-4.34167139884648,2.1780638257897698,1.2918268813458755
2010-12-31,-4.309310865324536,2.9214897117244116,1.1384500444891335
2011-01-31,-3.975651569444775,2.310737332978306,1.3328673180627428
2011-02-28,-4.45123829885637,1.0106576490089318,2.014710793614566
2011-03-31,-4.050032716822183,3.576120244702197,1.6958848331993392
2011-04-30,-3.983157801327645,2.0032308768191616,1.8398941233653965
2011-05-31,-4.0373055185751845,1.9301918802801536,1.3843867249490458
2011-06-30,-4.502260175553001,1.6882222746027151,1.1288075402828162
2011-07-31,-4.418340509371258,1.880403793902944,1.4555380992849776
2011-08-31,-4.419157019003483,1.4926473455796778,1.0318777387958147
2011-09-30,-4.213142565313615,1.7835656821654444,0.12487199703797976
2011-10-31,-4.201640879145572,1.8132806115386015,0.21117078093656808
2011-11-30,-3.7029845107242023,2.611385333003229,0.14759584450829022
2011-12-31,-3.79191777248396,1.5330424883812723,0.09133053575810458
2012-01-31,-3.198735632824921,2.3698860822291765,0.3155165000619296
2012-02-29,-3.759065686287543,1.712593732116792,-0.07895267918182115
2012-03-31,-3.283263163209977,2.0059949568509583,0.01654141156844298
2012-04-30,-3.474451291807802,1.3774791099116426,-0.1398466877575256
2012-05-31,-4.065705733130687,0.636560832275557,-0.6911492132183278
2012-06-30,-4.071213435686286,0.43788292700335457,-0.578795284737892
2012-07-31,-3.7657847648185436,1.3764539552434285,-0.4048962116925357
2012-08-31,-3.470033257274016,1.771233023025973,-0.30819354646121194
2012-09-30,-3.0873911872020794,2.2817426257730116,-0.6624142241142795
2012-10-31,-3.215812025281097,1.1719569591746686,-0.5508946161124503
2012-11-30,-3.7568531334542934,0.3823214980896166,-0.9164087388017899
2012-12-31,-3.5361227363892236,1.7035967317751453,-0.46827087495696457
2013-01-31,-3.196787746106703,1.3763672210268476,0.032434937454686064
2013-02-28,-3.00022108097996,2.1931376040208446,-0.31340790221313414
2013-03-31,-3.7766375538834014,0.3772393547817144,-0.5533635313611458
2013-04-30,-4.062655898441878,0.1680512929546397,-0.8261331474605856
2013-05-31,-3.47519415634947,1.2658987842883385,-0.5940839957481251
2013-06-30,-3.32180581767017,0.8200181200734629,0.013004466868388517
2013-07-31,-3.4696036668474295,1.38375852865211,-0.11917121312602304
2013-08-31,-3.43078975856245,1.7310310889200078,0.048741569477636075
2013-09-30,-3.632231456747316,1.2935902006742714,0.1527549841576971
2013-10-31,-4.03123298324995,0.5463409927872961,-0.1417824176790293
2013-11-30,-3.334244526638707,1.6228336716273302,-0.3125985196784211
2013-12-31,-3.259166623631946,1.0372671637647284,-0.18899127741209368
2014-01-31,-3.3798431074239836,0.5902384710826459,-0.3638335191096321
2014-02-28,-3.4179566011889224,2.1820421700986152,-0.6872313564571728
2014-03-31,-2.6092466965161467,2.334320811352385,-0.35148306866147044
2014-04-30,-2.5199865026121246,1.7092441516436578,-0.5526347127730102
2014-05-31,-2.4711935378942353,1.1882066738440031,-0.5583035112071566
2014-06-30,-2.6699613417879835,1.1137333378101986,-0.7262444897910211
2014-07-31,-2.4678812594247916,1.8737995088055983,-0.8560382961573174
2014-08-31,-3.0431764512538426,-0.3007165510946778,-1.0398473179347616
2014-09-30,-2.4383774042539224,1.1514149716983324,-1.102924745460245
2014-10-31,-2.65510180948286,0.29380526169116616,-1.4983693122193784
2014-11-30,-2.4877835251587976,0.47541241619308516,-1.663104598087637
2014-12-31,-3.3249624079735915,-1.0339881951545988,-1.6523012470035658
2015-01-31,-3.745670226069425,-2.3358001950849805,-2.1205240755112054
2015-02-28,-2.083101511978997,0.23431711053676804,-1.5671321139479137
2015-03-31,-1.9476856772334052,0.6456583549834581,-1.1879774368168228
2015-04-30,-1.8708863188451232,1.6673564153909577,-1.7310897337608342
2015-05-31,-1.9237813329345446,1.8388845123103414,-1.5218765800100225
2015-06-30,-2.065303502010076,1.36758381341596,-1.564053592773802
2015-07-31,-2.202223738742174,-0.3233068763685683,-1.2416228766415167
2015-08-31,-2.5859411276226156,-0.5784138044264244,-1.750350491249851
2015-09-30,-2.469533445511667,-0.09411072368341782,-1.4300652704688774
2015-10-31,-2.519007102641635,-0.3045566178044932,-1.5889742306354402
2015-11-30,-2.4463482842517354,0.1772697938333516,-1.6798190331147929
2015-12-31,-2.383069681983329,-0.6500122757414089,-2.053192024202689
2016-01-31,-2.29325996035693,-0.43435751779252163,-1.8569734752948635
2016-02-29,-2.4921685957943804,-0.2681448293355544,-1.8577628819169758
2016-03-31,-1.8410795543722223,0.544203865463377,-1.5689244933125834
2016-04-30,-1.3520018520194133,1.4886282845220191,-1.5208808492033206
2016-05-31,-1.3509550352862927,1.0885473220922384,-1.8787320025591792
2016-06-30,-1.4666804278341343,1.313397677765147,-2.0833874189379205
2016-07-31,-1.7896284403487492,0.20877745945846812,-2.3958014212367
2016-08-31,-1.777549119854257,-0.22116000657608356,-1.935655053782371
2016-09-30,-1.4878784399351799,0.8450814953312487,-2.137528104188386
2016-10-31,-1.4185717700679683,1.3005503744108065,-2.393914332919274
2016-11-30,-2.169724096741108,-0.865485687223132,-1.896238031311498
2016-12-31,-1.0547662582073143,1.8241579951237985,-2.094305683485014
2017-01-31,-0.9614460265519573,0.9169351029028,-1.3055296947497466
2017-02-28,-1.4121974786208111,0.08439483995264188,-1.425996226856401
2017-03-31,-2.216166098967988,-0.7345584248958079,-2.321026675398011
2017-04-30,-0.6293920539578077,1.1713657176287458,-2.0242571256460655
2017-05-31,-1.362391588357638,-0.3924797342236006,-2.4842883028262794
2017-06-30,-0.8054734272848183,0.6580848056450621,-2.5419662139278385
2017-07-31,-1.2142826264734161,-0.6969235884313465,-2.1530152301592222
2017-08-31,-0.8671488354634835,0.07409848113574333,-1.9032485089997793
2017-09-30,-0.6281851664925377,0.45335990584663605,-2.3984839189341
2017-10-31,-0.02719989647185193,1.826532932196142,-2.195791004097212
2017-11-30,-0.6284508736319703,0.1860286148441061,-2.2803395700465776
2017-12-31,-0.1312761380746305,0.21355237828519433,-2.36147595969168
2018-01-31,0.6146239989251427,1.369977622448823,-1.9924328305345236
2018-02-28,0.21158088055457577,0.6720102216836334,-2.0331543384134005
2018-03-31,0.07031954975599208,0.3895521137167646,-2.3340208807691916
2018-04-30,0.500380008693246,0.9842844827664676,-2.2663488791975963
2018-05-31,0.268067568539682,0.0075146921979535935,-2.190174059216409
2018-06-30,0.0822492720206682,-0.12335770008855491,-2.297535976449912
2018-07-31,0.18008440532203274,0.035721548402120294,-2.4634411576972077
2018-08-31,-0.07897741006553213,-0.28376045139128386,-2.7825980311669367
2018-09-30,0.376574673840603,0.13514115921555014,-2.4768086386843393
2018-10-31,0.45066745490027954,-0.27841723818717223,-2.26257301856789
2018-11-30,0.006948526041018564,-1.3270495961582476,-2.630286916047162
2018-12-31,0.11461060376691914,-1.03035169631099,-2.3789624000797307
2019-01-31,0.052606404126285866,-1.0351166119796082,-2.3353813745030942
2019-02-28,0.0037902901381623422,-0.7360630639981371,-2.5315461067436984
2019-03-31,0.2906113388481928,0.14188319930231805,-2.552028717354714
2019-04-30,0.5881907355061801,0.37690051418345766,-2.76729726821543
2019-05-31,-0.18866405538156517,-0.8260336554585808,-3.1190174230178864
2019-06-30,-0.07972729466968634,-1.355256816151895,-2.678657552527018
2019-07-31,0.1408978369027183,-0.345681481993596,-2.7655348172892142
