date,level,slope,curvature,lambda,ns_fit_rmse
2003-06-30,5.656762697248734,-4.579989494039871,-5.864651303373634,1.9941597030082627,0.05159150968393219
2003-07-31,6.376613800967386,-5.2983383177401056,-5.343277443173892,2.1282551355290247,0.11890247407504487
2003-08-31,6.3832197717673616,-5.23860908042904,-5.917131649132891,1.4408489730419212,0.089571593435196
2003-09-30,6.242937255648707,-5.014763850041807,-6.428856625768286,1.4466243348175112,0.07937089482111243
2003-10-31,6.262175048608989,-5.135363309835151,-5.861689213324305,1.5304085803362653,0.07966570796436034
2003-11-30,6.157693618142525,-5.09487292902331,-4.924071645196411,1.5732713438092043,0.07739642769071658
2003-12-31,6.0914904397199034,-5.052227424690412,-4.901699401914825,1.553832560478778,0.07187845260359256
2004-01-31,6.028929759576048,-4.947699313002155,-5.36656132521823,1.5613089871027215,0.07016175864346633
2004-02-29,5.9456949335397455,-4.8517083622018005,-5.324836152369601,1.5632079107782375,0.06934236878466923
2004-03-31,6.05356169666954,-4.930407998990414,-4.777321806576381,2.1650592163970375,0.10627288242969105
2004-04-30,6.12329072616244,-5.105717812551,-4.003912104280351,1.6556064399802923,0.07378551354613888
2004-05-31,6.314087440828895,-5.397909282161451,-1.8091878394909973,1.8677255559292976,0.06474706298962407
2004-06-30,6.2713911728757425,-5.077350511897664,-0.3752342904198759,2.424518971391977,0.062349438830837246
2004-07-31,6.14770363589423,-4.799177689561669,-1.1412799875410116,2.451971288997275,0.05864847742829425
2004-08-31,6.064828579657425,-4.6049342008803595,-1.8733176097586677,2.4629307583311286,0.05143177924785112
2004-09-30,5.809762390357178,-4.128275553789201,-2.1594145421611883,2.440220326787359,0.07266154743160907
2004-10-31,5.721091981111877,-3.884754709080713,-2.268689766456778,2.4045390789265237,0.0751710560758699
2004-11-30,5.694034333926054,-3.7094124296803828,-0.5367348760779681,3.3444547166640137,0.10274736093971891
2004-12-31,5.578941142344067,-3.322750390366198,-1.0068541442100942,2.9581794247191087,0.09089868222703074
2005-01-31,5.237935240151202,-2.801054723149008,-6.442817284175594e-05,3.3472372393749708,0.09232781200742235
2005-02-28,4.848407923650114,-2.2701015476390163,-1.0365680050704795e-05,2.57394849818463,0.09881830095590274
2005-03-31,4.96795143580365,-2.2496455132671715,-8.794757451789127e-06,1.6940150715727822,0.09932256825947583
