,K4F1,K4F2
1995-06-30,0.5892122316433939,-0.2946506816898386
1995-07-31,0.1365352729505739,-0.8927691442153194
1995-08-31,0.8442478149700501,0.48061087754321596
1995-09-30,0.44417821912821065,-0.3174066427292084
1995-10-31,0.5182793444744296,-0.5557539720834133
1995-11-30,0.3946498078344904,-0.4191058517658246
1995-12-31,0.38136491934005307,-0.33128658912114906
1996-01-31,0.8019658313578469,-0.3927751053741604
1996-02-29,0.8427958832590537,0.5952576871442438
1996-03-31,0.5604399864782681,-0.36023056516985974
1996-04-30,1.0181960848139104,0.5814561620650323
1996-05-31,0.5641038816771714,0.10267402646584346
1996-06-30,0.6730088565910718,0.03078688305255005
1996-07-31,0.37491764873690714,-0.4747857925099671
1996-08-31,0.5171101725551208,-0.2937130877085429
1996-09-30,0.9079193856309642,0.09703450313398711
1996-10-31,0.6862928890772015,-0.3266958369475361
1996-11-30,0.9419293889108701,0.3548871145902793
1996-12-31,0.7184352570116067,0.0593434253622654
1997-01-31,0.453148251890044,-0.4067374268462311
1997-02-28,0.8309227370055555,0.31998183430142196
1997-03-31,0.4377072507945318,-0.3028286660374509
1997-04-30,0.31593767722921345,-0.7188554752620057
1997-05-31,0.410206493905828,-0.5506701627460387
1997-06-30,0.7191480207097547,-0.31166485509813424
1997-07-31,0.7591078169608635,-0.14485813767213065
1997-08-31,1.0864323503250946,0.12327231458535778
1997-09-30,1.0233381096485992,0.08761761267403187
1997-10-31,0.9496294814324856,-0.07624101451652322
1997-11-30,0.8322852861600665,-0.27219359048181235
1997-12-31,0.5505581606273473,-0.5994740287545749
1998-01-31,0.719313596584748,-0.5294766346692912
1998-02-28,0.3743454884582505,-0.9129032836449615
1998-03-31,0.29331658915554637,-0.9758662534628386
1998-04-30,0.7610558851721813,-0.6610010316629685
1998-05-31,1.0835488010795136,-0.22306556159791488
1998-06-30,0.38882555790531675,-1.308973929525908
1998-07-31,0.6964072432571159,-0.9603937888679568
1998-08-31,1.3095042601596611,0.6117988392547631
1998-09-30,0.41752551605051497,-0.9741640564722018
1998-10-31,0.9673770856746111,-0.12421922701900655
1998-11-30,0.44966894234379834,-0.8542500863544802
1998-12-31,0.7192641625803435,-0.3573818041029201
1999-01-31,0.7335714043320647,-0.392041554643898
1999-02-28,0.4372798800682566,-0.5387142948071167
1999-03-31,0.49807376394579367,-0.7788784174815961
1999-04-30,1.6185831252518648,0.19232820645072382
1999-05-31,0.6231837232342236,-0.47746010223427315
1999-06-30,0.2314034591250634,-1.060668338540503
1999-07-31,1.3202466677505893,0.031812652568131546
1999-08-31,0.958741322270616,-0.41254090479696043
1999-09-30,1.0539268870802165,-0.7412380594752783
1999-10-31,1.184616495551834,0.03894440060697616
1999-11-30,0.9753584089240448,-0.5217948373450625
1999-12-31,1.1958904682439464,-0.23381689492566435
2000-01-31,1.0249083389301086,-0.8199798898593362
2000-02-29,1.4328336841087332,-0.3274586545202841
2000-03-31,1.8414041907626337,-0.07037236878627531
2000-04-30,0.7806852161710295,-0.9689272475188128
2000-05-31,1.106573400184414,-0.8246244511476145
2000-06-30,1.866143011208365,-0.3998876675325775
2000-07-31,1.2220842773071094,-1.0225435767668352
2000-08-31,0.5943791913708927,-1.4947265274665764
2000-09-30,1.9226980366122863,-0.21594477491294145
2000-10-31,0.9545308460160734,-1.365962454876691
2000-11-30,1.0993577196039157,-1.0641616991865401
2000-12-31,1.0626522906338267,-1.2178925031616843
2001-01-31,1.4835957549769665,-0.6629552722841145
2001-02-28,0.6561531119820587,-1.2531484072923031
2001-03-31,0.4123016831736485,-1.1411309671542633
2001-04-30,0.4376396848308532,-0.9811364344124475
2001-05-31,0.958759955447851,-0.48856575418136866
2001-06-30,0.2779818649834433,-0.877841003713067
2001-07-31,-0.5971976614920851,-1.5148012339714274
2001-08-31,-0.2105779440011645,-0.7772411191049261
2001-09-30,0.2581622153040092,-0.34741017541503083
2001-10-31,-1.1831998414203846,-1.0621332893038207
2001-11-30,-1.0143665727462203,-0.8481184599730335
2001-12-31,-0.9400963196692445,-0.350416663699965
2002-01-31,-0.27807256275352465,0.5213579867024528
2002-02-28,-0.503627831674174,0.047426331024733384
2002-03-31,-0.04260461395973233,0.7355183224476514
2002-04-30,0.13626776509829538,0.8723844870637463
2002-05-31,-0.5089588531041757,0.2657653441086603
2002-06-30,-0.4701067150019426,0.48424245216038225
2002-07-31,-0.449865068418706,0.12614293434527485
2002-08-31,-0.3365320389148761,0.12643396955308253
2002-09-30,-0.4810203220731731,0.09512574956280916
2002-10-31,-0.47721555924921993,-0.032552332517504445
2002-11-30,-0.4686693742136765,0.5461262021173102
2002-12-31,-0.9118722643023666,-0.22304252115317386
2003-01-31,0.1722566400459263,1.1665086815967234
2003-02-28,0.09610827665707437,0.8263820515456365
2003-03-31,-0.7780915540632138,-0.040009029286788976
2003-04-30,-1.9764031075808113,-1.0984168703303185
2003-05-31,-1.3906891010186202,-0.3236966343330051
2003-06-30,-0.8832543261045398,0.2677816095420365
2003-07-31,-0.3400208757130383,0.8860525792251887
2003-08-31,-0.35049824506399485,0.49369490717412057
2003-09-30,-0.2667288148892317,0.9505519849856549
2003-10-31,-1.2503788204294075,-0.11992087788055152
2003-11-30,-0.6840516507878458,0.47482496660939133
2003-12-31,-0.46146482061597754,0.32227327092681246
2004-01-31,-0.1049364300644009,0.655895327141443
2004-02-29,-0.33018222318508117,0.6207765129126434
2004-03-31,-0.7478509711570955,-0.05263309749502216
2004-04-30,-0.5173941732232454,0.3712997790246489
2004-05-31,0.11719366275111912,1.0344285739920303
2004-06-30,-0.5058654285267854,-0.14293715992395536
2004-07-31,-0.40490034391555724,0.49591977237160006
2004-08-31,-0.6746934775323192,-0.12595869321402464
2004-09-30,-0.10695400872206776,0.29966904612032863
2004-10-31,0.5466894957391751,1.150600967026389
2004-11-30,0.29954979766949696,0.5806185172153714
2004-12-31,-0.3703751597196791,0.217346547821364
2005-01-31,-0.5646129327332283,-0.2206224839629182
2005-02-28,0.48069916425859255,0.7624956008120058
2005-03-31,0.1710317005763226,-0.011890181450095383
2005-04-30,0.22449137580342166,0.13787663191465838
2005-05-31,-0.44075331939303974,-0.5664941231617675
2005-06-30,-0.07528102819472704,-0.17867418588351328
2005-07-31,0.7964130990315746,0.10981429026093653
2005-08-31,1.096068657130132,0.5100965165010017
2005-09-30,1.7481192633033324,0.03019474065245442
2005-10-31,0.5354099929776935,0.4205092332771651
2005-11-30,-0.7122352961851479,-0.684447664897394
2005-12-31,0.11598002180636574,-0.39168809422209233
2006-01-31,1.2498022158480888,0.21180249906176493
2006-02-28,0.1499690975622519,-0.7286156176090722
2006-03-31,0.46081674790576543,-0.4811929673973173
2006-04-30,1.2039012168915773,0.08661148100969351
2006-05-31,0.7833677863892708,-0.47168617202480184
2006-06-30,0.7978251052254124,-0.345901059622399
2006-07-31,1.2599767908895947,-0.16449929764503185
2006-08-31,1.2375311457002514,0.03247144749090836
2006-09-30,-0.711206269922652,-1.8997962783806521
2006-10-31,-0.569592864495544,-1.8156790833808594
2006-11-30,0.3770658325933752,-0.9739351768686315
2006-12-31,1.7283489626371564,0.528543463787349
2007-01-31,0.4653355225410385,-0.9834803038787278
2007-02-28,1.372142664584682,0.2556013863204974
2007-03-31,1.3940272064965114,-0.11768503689832385
2007-04-30,1.107903104715991,-0.07203621788966386
2007-05-31,1.158249802976672,-0.33987372719666614
2007-06-30,0.7301634193002621,-0.5949291917175998
2007-07-31,0.534345157944684,-0.7816906898156174
2007-08-31,0.34167781843965905,-0.7751056050295757
2007-09-30,1.0591639662736387,-0.11134390478432779
2007-10-31,0.623642679199236,-0.629288403109391
2007-11-30,1.767515951433197,0.7314242903173044
2007-12-31,0.49124325938750285,-0.27795374144321877
2008-01-31,0.475743024426453,-0.27290946647916603
2008-02-29,0.018003149039865204,-0.5128714893156268
2008-03-31,0.1287995487939383,-0.16734554688283942
2008-04-30,-0.27017312286824097,-0.5899163947540704
2008-05-31,0.24239284261801464,0.13827016652261184
2008-06-30,1.184611790482833,1.156752410362386
2008-07-31,0.4394732852040581,0.6064506277982031
2008-08-31,-1.7484299056262307,-1.52979195955145
2008-09-30,-2.354060505109034,-3.2581977958813275
2008-10-31,-2.578719696264928,-0.523561656537782
2008-11-30,-5.387543876831084,-3.469030146528511
2008-12-31,-4.280827882029769,-2.9350995299554627
2009-01-31,-2.2463766341442675,-0.8950065385552164
2009-02-28,-1.5139246115714988,0.783626297005147
2009-03-31,-2.88279768978023,-0.5216932453838953
2009-04-30,-2.3425845666421763,0.40818896245937947
2009-05-31,-2.44127051147331,0.4472033821637694
2009-06-30,-0.9340557646569104,1.979809329868293
2009-07-31,-2.0746415047890854,1.7513627802030667
2009-08-31,-1.4157670521186798,2.3162686234313186
2009-09-30,-1.830470548686089,1.9968919443018815
2009-10-31,-1.9079804313722615,1.7772388142984896
2009-11-30,-1.7515244504101133,1.9232003038217784
2009-12-31,-2.3061090110615896,1.4671701092598133
2010-01-31,-2.0140722580459953,1.954313733708689
2010-02-28,-2.566044557361197,1.1905138744705672
2010-03-31,-2.237153988139086,1.6340972958535933
2010-04-30,-2.3684093459367426,1.3632455351094046
2010-05-31,-2.065436578100159,1.8962473749411168
2010-06-30,-2.3878636357076095,1.0245939084499045
2010-07-31,-1.8788817288124042,1.5182748919021407
2010-08-31,-1.9926994390003978,1.4704172080824254
2010-09-30,-1.9879390231028933,1.442385104175743
2010-10-31,-1.7972877257421263,1.2851388080204098
2010-11-30,-1.9814482479541593,1.5115294745118588
2010-12-31,-1.2256646527321133,2.2536977915990972
2011-01-31,-1.7238417061293207,1.2261365415370902
2011-02-28,-1.7638845836660422,1.0616973246998624
2011-03-31,-0.8923063753706687,2.403462604530218
2011-04-30,-1.4988407618794866,1.3773504918854138
2011-05-31,-1.6042473288068229,1.441868465303204
2011-06-30,-2.1868691775386018,1.108844604577667
2011-07-31,-1.5872838841336316,1.6268817689067259
2011-08-31,-1.4149485261404569,1.8363379278437273
2011-09-30,-1.8716302113429182,1.140475605688828
2011-10-31,-1.8268634654003866,1.4201747132238784
2011-11-30,-1.7772777536490671,1.040446839064205
2011-12-31,-1.869690891981057,1.1571570816114363
2012-01-31,-1.3001324654064177,1.5345714696065802
2012-02-29,-1.504244242106646,1.243248791212754
2012-03-31,-1.7664381506312359,0.5978016580027785
2012-04-30,-1.417068507707759,1.4249268905090178
2012-05-31,-2.302140143442851,0.49421425754874615
2012-06-30,-2.1405470458989297,0.5231499279729809
2012-07-31,-1.854113299579185,0.8432363973207085
2012-08-31,-0.9878285482849796,1.2087061255369453
2012-09-30,-0.9630600469439248,1.2274534815248332
2012-10-31,-1.2113641775256434,1.2099509281153613
2012-11-30,-2.016142164340713,0.5226928786051961
2012-12-31,-1.8256457421483676,0.7216527221182498
2013-01-31,-1.5311791753873685,0.9209095142110677
2013-02-28,-0.613599777262549,1.6924187218596525
2013-03-31,-2.1614598562167093,0.32435477536816004
2013-04-30,-2.2221803582323436,0.1072143854085052
2013-05-31,-1.6572193262460415,0.5925168392625612
2013-06-30,-1.2374118807375014,0.9920263807117131
2013-07-31,-1.4338981529296606,0.4997942224677217
2013-08-31,-1.0113508180963473,1.1840837873533343
2013-09-30,-1.423012161267323,0.8238868108211117
2013-10-31,-1.5945840967264178,0.42241733791605107
2013-11-30,-1.137314706363556,0.7740020558977783
2013-12-31,-0.9270813327480569,0.8203709422059453
2014-01-31,-1.1350776832570548,0.3596795064558606
2014-02-28,-1.036285763306768,0.9851290944146142
2014-03-31,-0.7792699516207104,1.2816751741467807
2014-04-30,-0.9499618978949917,0.4950203887324749
2014-05-31,-0.8756543209173808,0.7339044195724252
2014-06-30,-0.9341060416440558,0.5620908914109682
2014-07-31,-1.0487186200136618,0.4717992686173067
2014-08-31,-1.4071505181605055,-0.05012067299520019
2014-09-30,-1.1311767106012998,0.27844687808293006
2014-10-31,-1.2135709089715208,-0.01425954329433016
2014-11-30,-1.361572179885261,0.18836255513824776
2014-12-31,-1.7395515165008586,-0.5051525920740518
2015-01-31,-2.6833558234508357,-1.5524813580463186
2015-02-28,-0.844484260872603,-0.12019920964157614
2015-03-31,-0.6746799164409228,0.09958964538637995
2015-04-30,-1.0645718532457158,-0.3097663358584542
2015-05-31,-0.6591508475384328,0.1654769061843995
2015-06-30,-0.6164878678471494,0.09687000650697583
2015-07-31,-0.4764851982938495,0.5849714264371765
2015-08-31,-1.0376232196571815,-0.28894508932959817
2015-09-30,-1.4716588871962404,-0.7307972298875972
2015-10-31,-0.9221732961661112,-0.3765918031407534
2015-11-30,-1.0037532624653647,-0.5027841197566882
2015-12-31,-1.2979843887590714,-0.7170671784624715
2016-01-31,-0.738943276901024,0.04715320564555471
2016-02-29,-1.2948166784196824,-0.8221678554902457
2016-03-31,-0.5491837832361334,-0.2677191177182183
2016-04-30,-0.0688196723823684,0.6479164498130296
2016-05-31,-0.4495953464264969,-0.0646777644366052
2016-06-30,-0.15761829991941506,0.5291049148770491
2016-07-31,-0.8784833974986527,-0.2605002795978758
2016-08-31,-0.5486346054453792,-0.06700681478131776
2016-09-30,-0.41653329244060266,0.11095259692545605
2016-10-31,-0.39560318413820883,0.12955878124786832
2016-11-30,-0.7033742685442947,-0.41718124920851996
2016-12-31,-0.033821834048573834,0.5683845841184708
2017-01-31,-0.047681539744256936,0.10268820710032271
2017-02-28,-0.5329489261136466,-0.402633533334743
2017-03-31,-0.4682324529430369,-0.022633011148370227
2017-04-30,0.007109955448967571,0.4824343102952519
2017-05-31,-0.690248036093851,-0.47739570068423376
2017-06-30,-0.3245763819893957,-0.2379066071738152
2017-07-31,-0.5192373341460332,-0.6258933913183404
2017-08-31,0.06735593027582286,-0.1855909324012851
2017-09-30,0.5201106714753142,0.3582761846065593
2017-10-31,0.10991844020924187,0.4776381714418656
2017-11-30,0.1334312708315055,0.05429688652182033
2017-12-31,0.07229030294596832,-0.109112754676342
2018-01-31,0.4723683022339842,0.03716322452596684
2018-02-28,0.22651167066080147,-0.0016864769639137645
2018-03-31,-0.1178197919058704,-0.24700644119666382
2018-04-30,0.5964429219306304,0.539710240149576
2018-05-31,-0.09973763596635057,-1.01590241321849
2018-06-30,0.1833805154878176,0.02598516203376384
2018-07-31,0.03105142042851793,-0.5007139629253607
2018-08-31,0.3933521532849041,0.004303087173314983
2018-09-30,0.285619981128367,-0.4043753689344379
2018-10-31,0.29556018968710673,-0.4960552275908321
2018-11-30,-0.22327094528276756,-0.829617282780072
2018-12-31,0.0077159803159470635,-0.6386158047948265
2019-01-31,-0.528012797309346,-1.362807822841681
2019-02-28,0.3145429042597025,-0.740260775584392
2019-03-31,0.6707730312960412,-0.19750321960898395
2019-04-30,0.48387580244432554,-0.6803160479133847
2019-05-31,0.07819991407302208,-0.7349550670371932
2019-06-30,-0.05899438006432637,-0.8732145341885507
2019-07-31,0.23533899332655278,-0.8281820837069945
2019-08-31,0.3501303371810967,-0.18492577062652857
2019-09-30,0.1283398479042398,-0.8420669489407923
2019-10-31,0.12236982607943586,-0.9570853298086994
2019-11-30,0.5311885196538441,0.05671140282942074
2019-12-31,0.29429548847448245,-0.45956747562700195
2020-01-31,-0.04446446609721618,-0.919855100498345
2020-02-29,0.06165617769669117,-0.45372260100102985
2020-03-31,-2.903070319584477,-3.9986404219395206
2020-04-30,-10.628139138420282,-9.096257567172472
2020-05-31,-3.2440784656054613,3.009073625837039
2020-06-30,0.22902806622897257,6.7286437457917945
2020-07-31,-0.3890876646561007,4.624981558368954
2020-08-31,-1.0029939568611113,1.986927169949912
2020-09-30,-1.356135623630885,0.9666510503769892
2020-10-31,-1.0539521822897264,1.0909080516508773
2020-11-30,-0.9452801289915617,0.8736578368752039
2020-12-31,-0.2127804745958405,1.8865534229450427
2021-01-31,-0.7528553263559882,0.9484357003827274
2021-02-28,-1.8616982895504568,-1.7715999006539336
2021-03-31,0.6900807788968113,2.990713211314489
2021-04-30,-0.05296239686680346,1.2017544235331512
2021-05-31,0.36571370444894913,1.698688660008747
2021-06-30,0.5071051157412637,1.627544024666146
2021-07-31,-0.032727721428829,0.9674128019640883
2021-08-31,-0.5076802304120394,0.1396437064602941
2021-09-30,-0.39833955142421923,-0.41704001039387356
2021-10-31,1.5274657258433202,2.1451852332375587
2021-11-30,1.2237596597396687,1.4001476577639724
2021-12-31,0.6343174709089481,0.39373367812566656
2022-01-31,0.4037845101475262,0.21920465742013592
2022-02-28,0.9549059596544199,1.05498838065746
2022-03-31,1.8408136967515485,1.6048263535048457
2022-04-30,0.13645677924874142,-0.03421263007488795
2022-05-31,1.435879447303752,0.7496411440407547
2022-06-30,2.043415244124678,1.0085156241270539
2022-07-31,-0.08406440664442587,-0.6601858314206016
2022-08-31,0.05453822730207631,-0.8426783409887283
2022-09-30,0.9432638555626159,-0.11255959899039393
2022-10-31,1.1986728621486795,-0.11880868164917298
2022-11-30,0.6834097886817256,-0.8597227596558042
2022-12-31,-0.0010147105542755537,-1.9540859279127916
2023-01-31,1.7102467210198193,0.2007331603573113
2023-02-28,1.1558733902231957,-0.5323382799300097
2023-03-31,0.8657741325457684,-0.7341168841714699
2023-04-30,1.3017790630493264,-0.5577034647069513
2023-05-31,0.7503621072486969,-1.2104913175578242
2023-06-30,0.7067561567676514,-1.4671331011047057
2023-07-31,1.2463259067316377,-0.392349842385877
2023-08-31,1.4825400694511603,-0.5422819533286842
2023-09-30,1.388940322080999,-0.5071093961320187
2023-10-31,0.5819257516026525,-1.3728894627083192
2023-11-30,0.9947606656558312,-0.7278200605011189
2023-12-31,0.8228597206762559,-1.1034180409838916
2024-01-31,0.6905238644468545,-1.7618856381378836
2024-02-29,1.6697319329114795,0.21621342770572116
2024-03-31,1.4225692956036473,-0.3796357380093017
2024-04-30,0.8534450036560525,-1.0065278618059195
2024-05-31,0.8176738740075791,-0.6654799659202858
2024-06-30,0.3737766322020344,-1.1771831421617196
2024-07-31,0.415943450588578,-1.512462625126039
2024-08-31,0.8726071196801154,-0.5373079732323514
2024-09-30,0.5965284453340446,-1.2284343768413746
2024-10-31,0.7709066362959797,-0.8714520843453938
2024-11-30,0.751976086047923,-0.7039974637311766
2024-12-31,1.2816868509874624,0.25802257443977017
2025-01-31,0.9982592952988931,-0.5536132295551985
2025-02-28,0.9936217042148318,0.12209704774932012
2025-03-31,0.24490191618389448,-0.9611341936557639
2025-04-30,0.5431740340434571,-0.6580085327205012
2025-05-31,0.30402666104861487,-0.9073627915146618
2025-06-30,0.9005381561137031,-0.2370173011032289
2025-07-31,0.7511144427754826,-0.2960412790731294
2025-08-31,0.7473129438230826,-0.5990965538038584
2025-09-30,0.6962526537119247,-0.417164164405183
2025-12-31,0.7639824173967821,0.0045364066978694885
