,term,equation,coef
0,L1.curvature,curvature,0.9533790285202798
1,L1.level,curvature,0.006117397261125146
2,L1.slope,curvature,0.01111588338048082
3,const,curvature,-0.13638179640801443
4,L1.curvature,level,0.009817037516169524
5,L1.level,level,0.9836042815278361
6,L1.slope,level,-0.0025851633157937814
7,const,level,0.09714840043202266
8,L1.curvature,slope,0.041208458852687646
9,L1.level,slope,-0.016290645218757283
10,L1.slope,slope,0.949504257708347
11,const,slope,0.09266050994515418
